LFQ_C37BN	LFQ_C37PN	LFQ_C37PPN	LFQ_C37BS	LFQ_C37PS	LFQ_C37PPS	LFQ_C37BM	LFQ_C37PM	LFQ_C37PPM	LFQ_C37BW3	LFQ_C37PW3	LFQ_C37PPW3	LFQ_C39BN	LFQ_C39PN	LFQ_C39PPN	LFQ_C39BS	LFQ_C39PS	LFQ_C39PPS	LFQ_C39BM	LFQ_C39PM	LFQ_C39PPM	LFQ_C39BW3	LFQ_C39PW3	LFQ_C39PPW3	Only.identified.by.site	Reverse	Potential.contaminant	Peptides	Razor...unique.peptides	Unique.peptides	Sequence.coverage....	Unique...razor.sequence.coverage....	Unique.sequence.coverage....	Mol..weight..kDa.	Q.value	Score	Intensity	MS.MS.count	Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	id
20.4565353393555	20.4269561767578	NA	20.3826866149902	20.4632377624512	20.3083038330078	21.0816078186035	21.2041301727295	20.0800476074219	21.4623889923096	20.4561328887939	20.4597396850586	19.848258972168	21.7053546905518	19.9079170227051	21.2058601379395	19.1918106079102	20.4373569488525	20.0458030700684	21.0111351013184	20.7323131561279	21.846248626709	18.7219409942627	20.3842697143555				69	4	0	44.1	3.7	0	192.87	0	61.516	157770000	83	A0A0G2JPR0;P0C0L4;A0A140TA49;A0A140TA32;CON__ENSEMBL:ENSBTAP00000007350;CON__P01030	A0A0G2JPR0;P0C0L4;A0A140TA49;A0A140TA32	Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain	C4A	27
18.7321472167969	20.4424285888672	NA	19.5686130523682	21.1691932678223	20.869815826416	20.7351264953613	21.3931503295898	20.03684425354	19.0315780639648	NA	19.0389881134033	19.9835662841797	19.8840217590332	18.6685810089111	20.2783260345459	19.8723735809326	21.9029750823975	NA	20.7839660644531	20.2166748046875	20.5003795623779	18.9851245880127	20.956880569458				19	19	19	37.8	37.8	37.8	73.757	0	195.09	311810000	158	A0A3B3ISJ1;A0A0S2Z4L3;P07225;G5E9F8;A0A3B3IRK9;A0A3B3IUA6;CON__P07224	A0A3B3ISJ1;A0A0S2Z4L3;P07225;G5E9F8;A0A3B3IRK9	Vitamin K-dependent protein S	PROS1	30
21.6497001647949	21.4906692504883	NA	20.5058155059814	21.019100189209	20.0904216766357	20.7577610015869	20.6744365692139	21.5820579528809	20.470006942749	20.5577735900879	20.8030967712402	NA	NA	21.1986846923828	20.8897800445557	22.2002429962158	19.9417762756348	NA	20.3390846252441	20.708345413208	20.553279876709	21.4175624847412	21.3458671569824				4	4	4	10	10	10	35.116	0	29.633	108810000	67	A0A182DWH7;P49908	A0A182DWH7;P49908	Selenoprotein P	SEPP1	32
22.0498943328857	23.2537860870361	NA	23.2351894378662	22.8195419311523	23.6715240478516	23.5998020172119	22.989330291748	22.9412746429443	23.0268859863281	NA	23.1211395263672	22.6725177764893	22.9813556671143	22.699010848999	23.4318599700928	NA	22.8123321533203	NA	23.3193454742432	23.1372737884521	23.1936264038086	21.9473876953125	22.2265853881836				13	7	5	34.5	21.7	15.5	49.021	0	77.182	371450000	113	A0A286YES1;A0A4W9A917;P01860	A0A286YES1;A0A4W9A917;P01860	Ig gamma-3 chain C region	IGHG3	36
23.2063369750977	23.752462387085	NA	23.4063930511475	23.4924049377441	23.4785251617432	23.3554153442383	23.7005996704102	23.6439437866211	23.3132667541504	23.3352451324463	24.3399410247803	22.3213272094727	23.2199115753174	22.6747169494629	22.7338447570801	21.1713333129883	22.62477684021	21.7881164550781	22.8403434753418	22.520565032959	22.9399299621582	21.9640579223633	22.8393440246582				15	15	7	47	47	24.6	42.848	0	323.31	1357500000	356	A0A286YEY1;P01876	A0A286YEY1;P01876	Ig alpha-1 chain C region	IGHA1	37
21.571310043335	22.7787227630615	NA	22.3497314453125	22.5179004669189	22.8363609313965	22.7582092285156	22.8474903106689	22.701847076416	21.9619045257568	21.771125793457	23.8030185699463	NA	21.3998394012451	NA	20.0228290557861	NA	NA	NA	21.2529201507568	20.6802883148193	21.5843982696533	NA	NA				11	4	3	37.6	18.2	14.6	43.831	0	85.894	249310000	79	A0A286YFJ8;P01861	A0A286YFJ8;P01861	Ig gamma-4 chain C region	IGHG4	39
19.8116664886475	20.3910007476807	NA	19.9254379272461	19.5582218170166	19.1539535522461	19.6069145202637	19.7688980102539	19.9813385009766	19.7720756530762	19.9127044677734	19.9853744506836	19.4168300628662	19.384838104248	19.6960849761963	18.9952373504639	NA	18.7705612182617	NA	18.9592609405518	17.0118160247803	17.2263736724854	19.1698417663574	17.2004585266113				2	2	2	31.5	31.5	31.5	11.842	0	276.61	61525000	94	A0A2Q2TTZ9;P01594;P01593	A0A2Q2TTZ9;P01594;P01593	Ig kappa chain V-I region AU;Ig kappa chain V-I region AG		40
NA	18.9742698669434	NA	18.1081466674805	18.7851009368896	18.0652370452881	18.4806957244873	18.4482688903809	19.0304183959961	NA	NA	18.5337028503418	NA	18.3806800842285	18.5858211517334	18.147533416748	19.621208190918	18.6685447692871	19.2166519165039	18.5188369750977	19.0434551239014	18.4171199798584	18.690502166748	19.6186466217041				7	7	7	16.1	16.1	16.1	65.059	0	122.96	41321000	63	G3XAM2;E7ETH0;A0A2R8Y3M9;P05156;D6R9Z8;CON__Q32PI4	G3XAM2;E7ETH0;A0A2R8Y3M9;P05156	Complement factor I;Complement factor I heavy chain;Complement factor I light chain	CFI	41
20.8178462982178	20.5102653503418	25.9786930084229	20.6907253265381	19.9265689849854	20.3562755584717	20.9166316986084	19.987735748291	20.098669052124	21.2086601257324	20.8746280670166	20.0496616363525	21.0634212493896	21.8521289825439	20.2162017822266	20.692684173584	21.5848579406738	20.29860496521	21.0671691894531	19.2877578735352	19.6787071228027	20.1155319213867	20.5401878356934	19.8237972259521				7	7	6	30	30	25.8	47.327	0	17.949	87690000	101	A0A2R8Y6G6;P06733;K7EM90;A0A2R8YEM5;A0A2R8Y798;K7ERS8;A0A2R8YEG5;A0A2R8Y879;E5RI09;E5RG95;K7EPM1;K7EKN2;E5RGZ4;P13929	A0A2R8Y6G6;P06733;K7EM90	Alpha-enolase;Enolase	ENO1	43
20.5779151916504	20.5917663574219	NA	19.8344211578369	20.5245876312256	20.058012008667	19.9126758575439	19.6295032501221	20.1967658996582	20.1570911407471	20.4802017211914	20.0668411254883	20.3843746185303	20.2347946166992	20.828577041626	20.1224994659424	20.1819229125977	20.1872501373291	20.1954441070557	20.124267578125	19.3708190917969	19.2118129730225	20.3373432159424	19.5816345214844				7	4	4	28.3	15.4	15.4	28.912	0	25.738	107680000	46	V9GYE7;A0A3B3IQ51;P36980;A0A3B3ISW6;A0A3B3IRW0;A0A3B3IS00;A0A3B3IS28	V9GYE7;A0A3B3IQ51;P36980;A0A3B3ISW6;A0A3B3IRW0;A0A3B3IS00;A0A3B3IS28	Complement factor H-related protein 2	CFHR2	44
19.2243747711182	20.042064666748	NA	19.7996711730957	19.8107566833496	19.7047710418701	19.9197483062744	20.034294128418	19.8896903991699	20.2786674499512	19.3821392059326	19.6670036315918	19.7784099578857	20.5050392150879	20.0598621368408	20.1989250183105	NA	20.4068603515625	18.7437953948975	20.8743267059326	21.0661182403564	20.9275226593018	20.1040554046631	20.7325611114502				21	21	21	35.7	35.7	35.7	80.173	0	63.498	282870000	152	A0A3B3ISR2;B4DPQ0;P00736;F5H2D0;A0A3B3ITU4;F5H1V0;F5H6Y3;F5H3N3;F5H1N6;F5GWL0;F5H3A3;H0YFL7;Q9NZP8	A0A3B3ISR2;B4DPQ0;P00736;F5H2D0	Complement C1r subcomponent;Complement C1r subcomponent heavy chain;Complement C1r subcomponent light chain	C1R	45
20.2781009674072	20.5127754211426	NA	20.4164791107178	20.2077674865723	19.8766059875488	20.5796661376953	20.0701217651367	20.6130619049072	20.0463352203369	20.3150653839111	20.8012828826904	NA	20.8169078826904	20.6186294555664	20.3724136352539	NA	20.7273349761963	NA	20.7939205169678	19.5121765136719	19.4274272918701	20.9883594512939	19.1509075164795				3	3	3	43.1	43.1	43.1	11.043	0	34.113	110070000	40	A0A5H1ZRS2;A0A087X0Q4;A0A075B6P5;A0A087WW87;P01615;P01614;A0A5H1ZRS9;A2NJV5;A0A0A0MRZ7;A0A075B6S6;A0A075B6S2;P06310	A0A5H1ZRS2;A0A087X0Q4;A0A075B6P5;A0A087WW87;P01615;P01614	Ig kappa chain V-II region FR;Ig kappa chain V-II region Cum	IGKV2-40;IGKV2D-28	47
21.009973526001	20.8049087524414	NA	20.7385120391846	20.8589344024658	20.1109523773193	20.3571357727051	20.3780364990234	20.6826038360596	20.0642108917236	20.5734844207764	20.7417240142822	20.499698638916	20.8000183105469	21.6639671325684	20.6145915985107	21.9616222381592	21.1023273468018	21.7993068695068	20.7120475769043	21.412971496582	20.6800289154053	22.1187019348145	21.8552112579346				9	9	9	20.1	20.1	20.1	53.213	0	44.2	229270000	93	A0A7I2V2D2;E9PGN7;P05155;H9KV48;A0A7I2V5R3;A0A087WUD9;A0A7I2V2X2;A0A7I2V4I9	A0A7I2V2D2;E9PGN7;P05155;H9KV48;A0A7I2V5R3;A0A087WUD9	Plasma protease C1 inhibitor	SERPING1	50
19.1519985198975	18.153829574585	NA	18.7431049346924	18.7334728240967	19.0850372314453	19.143404006958	19.507791519165	19.2825183868408	19.4344081878662	19.8569145202637	19.2768745422363	NA	NA	19.8774318695068	20.5992336273193	19.4351615905762	19.7306232452393	NA	20.1595554351807	20.3301372528076	20.3608894348145	20.2841014862061	20.0891304016113				20	20	20	29	29	29	103.06	0	323.31	171770000	169	P12814;A0A7I2V4Y4;H9KV75;G3V2N5;G3V2W4;H0YJ11;H7C5W8;F5GXS2;H7C144;H0YJW3;O43707;G3V2X9;G3V5M4;A0A494C1A0;A0A087WSZ2;P35609;Q08043;A0A494C033;A0A494C166;G3V2E8;A0A494C0Q3;G3V380;A0A494C031	P12814;A0A7I2V4Y4;H9KV75	Alpha-actinin-1	ACTN1	56
19.8885021209717	20.5029048919678	NA	19.0870838165283	18.5715980529785	18.4039936065674	NA	18.2854118347168	19.431676864624	NA	NA	18.6043643951416	19.6578941345215	19.5023040771484	19.4971656799316	19.646671295166	NA	19.2403717041016	NA	19.5207576751709	19.274715423584	19.1883144378662	19.8198261260986	20.159309387207				7	7	7	28.4	28.4	28.4	30.67	0	50.762	73368000	55	A0A7P0TAP4;A0A7P0Z441;A0A7P0T9S6;A0A7P0TA52;A0A7P0TBH1;A0A7P0T8D1;P01019	A0A7P0TAP4;A0A7P0Z441;A0A7P0T9S6;A0A7P0TA52;A0A7P0TBH1;A0A7P0T8D1;P01019	Angiotensinogen;Angiotensin-1;Angiotensin-2;Angiotensin-3;Angiotensin-4;Angiotensin 1-9;Angiotensin 1-7;Angiotensin 1-5;Angiotensin 1-4	AGT	57
NA	19.1040058135986	NA	NA	18.7123317718506	19.0136451721191	18.344425201416	18.4738159179688	18.7606868743896	NA	19.2342319488525	19.1913051605225	18.9253234863281	NA	19.1556587219238	18.873966217041	NA	18.5704479217529	NA	19.4795112609863	19.2195129394531	19.0209579467773	19.1055660247803	19.5597171783447				4	4	3	13.5	13.5	10.5	44.621	0	10.977	40415000	27	A0A7P0TAR4;J3KPY9;A0A7P0Z4A8;P58335;A0A0C4DG84	A0A7P0TAR4;J3KPY9;A0A7P0Z4A8;P58335;A0A0C4DG84	Anthrax toxin receptor 2	ANTXR2	58
24.3250541687012	21.4492473602295	21.1974258422852	22.1371479034424	23.8612651824951	21.1228790283203	21.6786556243896	21.1867065429688	21.9679660797119	22.5192699432373	23.4014549255371	22.8496685028076	22.2796592712402	21.8342208862305	22.2643337249756	21.5747776031494	23.6270065307617	20.8033332824707	24.4893455505371	21.1463775634766	19.6567249298096	20.2031135559082	20.6463203430176	20.2137126922607				3	3	3	25.6	25.6	25.6	12.815	0	323.31	745880000	193	B0YIW2;P02656	B0YIW2;P02656	Apolipoprotein C-III	APOC3	61
21.0174007415771	21.3392467498779	NA	21.717830657959	21.9181976318359	22.3775062561035	22.6173973083496	22.576831817627	22.1898155212402	22.4860095977783	21.6150856018066	22.3958702087402	20.7535228729248	21.7547473907471	20.8115100860596	21.357458114624	20.2455101013184	22.0570869445801	21.5269298553467	22.6719779968262	21.9761371612549	22.2234668731689	21.1116523742676	21.6311645507813				33	33	4	24	24	4	140.94	0	323.31	1128100000	445	B4E1Z4;P00751;H7C5H1;A0A0G2JH38;C9JRT3;H7C526;A0A0G2JIE7;H0Y3H6	B4E1Z4;P00751;H7C5H1;A0A0G2JH38	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	CFB	69
20.2703628540039	20.9529056549072	NA	20.5361137390137	21.280366897583	20.6941299438477	20.9441375732422	20.7287483215332	20.8711719512939	20.7292461395264	20.3433208465576	21.6959571838379	20.7131385803223	NA	22.0446357727051	22.1531677246094	20.9580154418945	20.8479690551758	NA	20.931640625	21.2482929229736	22.0711040496826	21.6795997619629	21.3389759063721				21	21	21	54.8	54.8	54.8	53.02	0	323.31	572890000	247	D6RF35;P02774;D6RBJ7;D6RF20;CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	D6RF35;P02774;D6RBJ7	Vitamin D-binding protein	GC	108
20.0363082885742	20.6543846130371	NA	20.2562637329102	20.555154800415	20.6802024841309	20.6856861114502	20.4626388549805	20.7792453765869	20.9489917755127	20.0349655151367	20.7023544311523	20.3653831481934	20.2851181030273	20.9563140869141	20.7076721191406	18.8208713531494	20.4904232025146	19.8565349578857	20.9787578582764	21.5928173065186	21.0532474517822	20.7280006408691	21.6376342773438				19	19	19	49.1	49.1	49.1	60.04	0	77.187	303110000	181	F5GY80;F5H7G1;P07358	F5GY80;F5H7G1;P07358	Complement component C8 beta chain	C8B	114
20.9670524597168	NA	NA	19.9091053009033	20.3490562438965	20.2521114349365	19.9288539886475	20.4199810028076	20.7357864379883	20.7096939086914	20.9567394256592	20.0247230529785	19.5893363952637	19.2768974304199	NA	20.1531372070313	20.0615768432617	18.4674625396729	20.1052074432373	19.9040546417236	19.8919467926025	20.3729457855225	19.6510238647461	20.1579532623291				5	5	5	11.8	11.8	11.8	55.113	0	26.735	70827000	53	G3V2W1;Q9UK55	G3V2W1;Q9UK55	Protein Z-dependent protease inhibitor	SERPINA10	118
18.5404148101807	19.1006717681885	NA	18.2300395965576	18.950288772583	18.6727981567383	19.0112705230713	19.5101108551025	19.7498474121094	18.881275177002	18.3768291473389	18.3419094085693	18.0284786224365	18.5290946960449	18.0393905639648	18.2444190979004	NA	18.9974174499512	NA	18.6267433166504	18.5428352355957	18.8027191162109	18.283332824707	19.2923488616943				13	13	13	22.9	22.9	22.9	76.773	0	43.26	81333000	78	H0YAC1;P03952;E9PBC5;C9J075;A0A0C4DGJ9;C9JCT1;P20718	H0YAC1;P03952;E9PBC5	Plasma kallikrein;Plasma kallikrein heavy chain;Plasma kallikrein light chain	KLKB1	121
20.9891929626465	20.2942352294922	NA	19.6180019378662	20.5321235656738	19.9709873199463	19.9578723907471	19.9377593994141	20.3954010009766	20.4833545684814	20.7294120788574	20.6998157501221	NA	NA	20.1675415039063	NA	20.4336948394775	18.0059642791748	20.1862831115723	18.2801628112793	NA	NA	18.9173030853271	NA				6	6	6	35.8	35.8	35.8	19.591	0	189.59	117510000	57	J3KNB4;P49913	J3KNB4;P49913	Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37	CAMP	126
18.7918872833252	19.132776260376	NA	18.874267578125	18.2638473510742	NA	18.9261627197266	18.3051891326904	18.5797214508057	18.1642284393311	18.3786926269531	18.4249706268311	NA	NA	18.3266754150391	18.4117088317871	18.4429759979248	NA	18.5191841125488	17.8335571289063	18.2575073242188	18.9080944061279	19.2742366790771	18.6841449737549				4	4	4	14	14	14	51.912	0	9.1397	24118000	18	J3KRP0;Q96KN2	J3KRP0;Q96KN2	Beta-Ala-His dipeptidase	CNDP1	129
26.0433921813965	22.3840065002441	NA	23.5550842285156	24.5440979003906	21.9595012664795	22.2969532012939	21.5381526947021	23.4418983459473	22.9796485900879	NA	23.4347896575928	23.5152072906494	NA	23.5898952484131	NA	24.4312229156494	NA	25.244197845459	22.2662220001221	20.8329849243164	NA	22.6631870269775	21.3677310943604				7	7	7	42.9	42.9	42.9	8.647	0	25.055	601900000	53	K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9;K7EKP1	K7ERI9;P02654;K7EJI9;K7ELM9;K7EPF9	Apolipoprotein C-I;Truncated apolipoprotein C-I	APOC1	133
19.6898040771484	19.26051902771	NA	19.7808799743652	19.4605598449707	19.5125637054443	19.6455993652344	19.8424701690674	19.3389320373535	20.5928611755371	20.2601757049561	20.5943202972412	20.1044406890869	19.7668781280518	20.1531372070313	20.371883392334	20.5339298248291	19.3612117767334	19.7801742553711	19.4188079833984	17.7283325195313	18.6187000274658	20.0588054656982	18.9719429016113				6	6	6	41.1	41.1	41.1	26.922	0	62.997	112680000	101	O00299	O00299	Chloride intracellular channel protein 1	CLIC1	136
23.9060974121094	22.5493602752686	NA	23.0638008117676	22.8432598114014	22.1524868011475	22.1654262542725	22.1169586181641	22.3316974639893	23.0322093963623	22.3256168365479	22.5366840362549	23.1065654754639	22.5360660552979	23.2142601013184	22.033655166626	23.455883026123	21.6235046386719	24.0388374328613	21.8330631256104	20.3837413787842	20.5912189483643	22.4620895385742	20.7606868743896				19	19	19	48.5	48.5	48.5	43.974	0	323.31	1650900000	408	O14791;B1AH96;B1AH94;B1AH95;F8WCH3	O14791	Apolipoprotein L1	APOL1	139
20.7651462554932	21.4551296234131	NA	20.9143695831299	20.6906394958496	20.6583118438721	21.1030960083008	20.8971862792969	20.589391708374	21.4927234649658	20.6554336547852	21.4216251373291	20.8946723937988	20.8273372650146	21.290246963501	20.6779670715332	NA	20.4743709564209	NA	NA	21.0501937866211	20.7618236541748	20.8498020172119	20.8150329589844				7	7	7	23.9	23.9	23.9	38.087	0	26.182	150220000	56	O43866	O43866	CD5 antigen-like	CD5L	140
26.2373752593994	25.5605163574219	23.644495010376	25.6797885894775	24.7063026428223	25.2044506072998	24.9809379577637	25.205904006958	25.5980129241943	26.0623760223389	26.2221412658691	NA	26.5655517578125	26.6398944854736	26.6746520996094	25.6560554504395	26.9542694091797	24.9591217041016	26.5777320861816	25.0905113220215	23.0554161071777	23.7868614196777	25.8798198699951	23.379280090332				17	17	17	75	75	75	21.253	0	323.31	5621200000	598	O95445;Q5SRP5	O95445;Q5SRP5	Apolipoprotein M	APOM	144
20.3798351287842	21.1439514160156	NA	20.9795951843262	21.5967788696289	21.6956176757813	21.9361782073975	21.9249534606934	21.9881858825684	21.1576461791992	20.6504459381104	21.3583698272705	20.3091926574707	20.6180019378662	20.1896648406982	21.0328826904297	NA	22.3075256347656	21.0819339752197	21.7791652679443	21.6216278076172	20.8982200622559	19.721155166626	21.7664413452148				22	22	22	27	27	27	122.2	0	323.31	466930000	247	P00450;E9PFZ2;H7C5R1;D6RE86;CON__ENSEMBL:ENSBTAP00000031900;H7C5N5	P00450;E9PFZ2;H7C5R1	Ceruloplasmin	CP	146
23.655891418457	24.3058433532715	NA	23.0199813842773	23.528980255127	24.2847499847412	23.4601402282715	23.6166114807129	23.9296741485596	24.6631870269775	24.3048686981201	23.7812671661377	24.2429981231689	23.7375831604004	23.6115550994873	24.1148166656494	23.9779720306396	22.1401176452637	24.417896270752	23.1163883209229	22.4538249969482	23.1103782653809	23.7320022583008	23.2134590148926				38	38	38	63.3	63.3	63.3	70.036	0	323.31	3.062e+09	981	P00734;E9PIT3;C9JV37;CON__P00735	P00734;E9PIT3	Prothrombin;Activation peptide fragment 1;Activation peptide fragment 2;Thrombin light chain;Thrombin heavy chain	F2	149
22.9620819091797	22.5621147155762	NA	22.6043109893799	22.3235015869141	21.7546653747559	22.4472045898438	22.360969543457	22.564603805542	21.8275299072266	22.1806507110596	22.6635112762451	23.0844497680664	22.4510860443115	23.3134059906006	22.296028137207	23.4526195526123	22.4527950286865	22.7928485870361	22.4855442047119	22.6913204193115	22.201379776001	23.3200340270996	22.4903011322021				28	28	15	60.8	60.8	38.9	45.205	0	323.31	2858900000	721	P00738;J3QR68;H0Y300;A0A0C4DGL8;J3QLC9;A0A087WU08;H3BS21;J3KRH2;J3KTC3;J3KSV1;J3QQI8;H3BMJ7	P00738;J3QR68;H0Y300;A0A0C4DGL8;J3QLC9;A0A087WU08;H3BS21	Haptoglobin;Haptoglobin alpha chain;Haptoglobin beta chain	HP	150
21.5409450531006	22.0996971130371	NA	21.7371082305908	21.5060577392578	20.135082244873	20.8929691314697	20.7592258453369	20.7511558532715	20.5291709899902	20.9662780761719	20.3743267059326	21.0489311218262	21.0111351013184	21.3365268707275	20.5161457061768	NA	20.394458770752	NA	20.5952320098877	20.7027778625488	20.3927822113037	21.2529773712158	20.638298034668				19	6	6	54	28.4	28.4	39.029	0	25.873	187530000	53	P00739;A0A0A0MRD9	P00739;A0A0A0MRD9	Haptoglobin-related protein	HPR	151
